"ensembl_transcript_id","symbol","exp","chromosome_name","ensembl_gene_id","external_gene_name","transcript_length","gene_biotype","transcript_biotype","num_exons"
"ENST00000417231","UBE2F-207","Downregulated","2","ENSG00000184182","UBE2F",984,"protein_coding","nonsense_mediated_decay",11
"ENST00000417232","CCDC144NL-AS1-201","Downregulated","17","ENSG00000233098","CCDC144NL-AS1",1777,"lncRNA","lncRNA",5
"ENST00000417355","ENST00000417355","Downregulated","2","ENSG00000230432","ENSG00000230432",376,"lncRNA","lncRNA",3
"ENST00000417401","BCAR3-AS1-202","Upregulated","1","ENSG00000224093","BCAR3-AS1",793,"lncRNA","lncRNA",3
"ENST00000417410","SMIM19-203","Downregulated","8","ENSG00000176209","SMIM19",3704,"protein_coding","protein_coding",4
"ENST00000417578","SNHG17-203","Downregulated","20","ENSG00000196756","SNHG17",989,"lncRNA","lncRNA",7
"ENST00000417689","CES2-202","Downregulated","16","ENSG00000172831","CES2",3868,"protein_coding","protein_coding",12
"ENST00000417897","MPDU1-AS1-202","Upregulated","17","ENSG00000233223","MPDU1-AS1",382,"lncRNA","lncRNA",2
"ENST00000417977","TRBV30-201","Downregulated","7","ENSG00000237254","TRBV30",447,"TR_V_gene","TR_V_gene",2
"ENST00000417981","ECSIT-203","Upregulated","19","ENSG00000130159","ECSIT",970,"protein_coding","protein_coding",6
"ENST00000418063","ZNF90-201","Downregulated","19","ENSG00000213988","ZNF90",3744,"protein_coding","protein_coding",4
"ENST00000418100","ZNF724-201","Downregulated","19","ENSG00000196081","ZNF724",2798,"protein_coding","protein_coding",4
"ENST00000418271","LINC01638-201","Downregulated","22","ENSG00000233521","LINC01638",576,"lncRNA","lncRNA",3
"ENST00000418299","SETD9-202","Downregulated","5","ENSG00000155542","SETD9",1009,"protein_coding","nonsense_mediated_decay",5
"ENST00000418389","NDUFA11-202","Downregulated","19","ENSG00000174886","NDUFA11",2475,"protein_coding","protein_coding",4
"ENST00000418391","DEF8-202","Upregulated","16","ENSG00000140995","DEF8",852,"protein_coding","protein_coding",6
"ENST00000418403","LINC01610-201","Downregulated","6","ENSG00000237643","LINC01610",573,"lncRNA","lncRNA",3
"ENST00000418577","CYB561D2-202","Downregulated","3","ENSG00000114395","CYB561D2",1533,"protein_coding","protein_coding",3
"ENST00000418623","RPL22P1-201","Upregulated","3","ENSG00000213178","RPL22P1",410,"transcribed_processed_pseudogene","transcribed_processed_pseudogene",1
"ENST00000418740","MRPS24-203","Upregulated","7","ENSG00000062582","MRPS24",743,"protein_coding","protein_coding",3
"ENST00000418783","RPS9P2-201","Upregulated","22","ENSG00000237214","RPS9P2",582,"processed_pseudogene","processed_pseudogene",1
"ENST00000418807","NAGK-202","Upregulated","2","ENSG00000124357","NAGK",2343,"protein_coding","protein_coding",9
"ENST00000418824","ENST00000418824","Upregulated","15","ENSG00000293320","ENSG00000293320",636,"lncRNA","lncRNA",2
"ENST00000418871","ZNF160-202","Downregulated","19","ENSG00000170949","ZNF160",4219,"protein_coding","protein_coding",6
"ENST00000418904","VOPP1-204","Upregulated","7","ENSG00000154978","VOPP1",1317,"protein_coding","protein_coding",5
"ENST00000418931","HLA-DPB1-211","Downregulated","6","ENSG00000223865","HLA-DPB1",3991,"protein_coding","protein_coding",6
"ENST00000418945","PNISR-AS1-201","Downregulated","6","ENSG00000228506","PNISR-AS1",2868,"lncRNA","lncRNA",2
"ENST00000418954","ASMER1-202","Upregulated","21","ENSG00000281903","ASMER1",2586,"lncRNA","lncRNA",3
"ENST00000418976","SWI5-202","Downregulated","9","ENSG00000175854","SWI5",731,"protein_coding","protein_coding",5
"ENST00000418996","DGUOK-203","Upregulated","2","ENSG00000114956","DGUOK",703,"protein_coding","nonsense_mediated_decay",4
"ENST00000419065","PSMG4-205","Downregulated","6","ENSG00000180822","PSMG4",629,"protein_coding","protein_coding",4
"ENST00000419184","FKBP7-203","Downregulated","2","ENSG00000079150","FKBP7",638,"protein_coding","nonsense_mediated_decay",3
"ENST00000419190","ELF3-AS1-202","Upregulated","1","ENSG00000234678","ELF3-AS1",5296,"lncRNA","lncRNA",2
"ENST00000419198","EMC9-202","Upregulated","14","ENSG00000100908","EMC9",953,"protein_coding","protein_coding",5
"ENST00000419308","FOXA2-202","Downregulated","20","ENSG00000125798","FOXA2",2538,"protein_coding","protein_coding",2
"ENST00000419348","HTATIP2-201","Downregulated","11","ENSG00000109854","HTATIP2",1477,"protein_coding","protein_coding",6
"ENST00000419364","SIX3-AS1-201","Downregulated","2","ENSG00000236502","SIX3-AS1",1063,"lncRNA","lncRNA",2
"ENST00000419422","EMSLR-201","Downregulated","7","ENSG00000232445","EMSLR",1194,"lncRNA","lncRNA",3
"ENST00000419445","PGGT1B-203","Downregulated","5","ENSG00000164219","PGGT1B",9550,"protein_coding","protein_coding",9
"ENST00000419477","YWHAZ-209","Downregulated","8","ENSG00000164924","YWHAZ",891,"protein_coding","protein_coding",6
"ENST00000419582","PTPA-212","Downregulated","9","ENSG00000119383","PTPA",952,"protein_coding","protein_coding",3
"ENST00000419617","STK3-201","Downregulated","8","ENSG00000104375","STK3",2833,"protein_coding","protein_coding",11
"ENST00000419686","PLPP5-201","Upregulated","8","ENSG00000147535","PLPP5",794,"protein_coding","protein_coding",5
"ENST00000419711","EIF5A-205","Upregulated","17","ENSG00000132507","EIF5A",1271,"protein_coding","protein_coding",6
"ENST00000419743","FBXO15-201","Downregulated","18","ENSG00000141665","FBXO15",1675,"protein_coding","protein_coding",10
"ENST00000419783","GPX1-202","Downregulated","3","ENSG00000233276","GPX1",899,"protein_coding","protein_coding",2
"ENST00000419886","ZNF433-203","Downregulated","19","ENSG00000197647","ZNF433",2338,"protein_coding","protein_coding",5
"ENST00000420058","NFE4-201","Downregulated","7","ENSG00000230257","NFE4",1111,"lncRNA","lncRNA",4
"ENST00000420065","RHEBL1-202","Downregulated","12","ENSG00000167550","RHEBL1",1063,"protein_coding","nonsense_mediated_decay",7
"ENST00000420335","DISP1-203","Downregulated","1","ENSG00000154309","DISP1",445,"protein_coding","protein_coding_CDS_not_defined",3
"ENST00000420488","BCL2L1-204","Upregulated","20","ENSG00000171552","BCL2L1",2444,"protein_coding","protein_coding",3
"ENST00000420496","TCEA1P2-201","Upregulated","3","ENSG00000230409","TCEA1P2",906,"processed_pseudogene","processed_pseudogene",1
"ENST00000420509","INO80D-AS1-201","Downregulated","2","ENSG00000227946","INO80D-AS1",1102,"lncRNA","lncRNA",2
"ENST00000420605","NR2C2AP-202","Upregulated","19","ENSG00000184162","NR2C2AP",859,"protein_coding","protein_coding",6
"ENST00000420764","SLC26A6-207","Downregulated","3","ENSG00000225697","SLC26A6",2630,"protein_coding","protein_coding",21
"ENST00000420843","ARRB1-202","Upregulated","11","ENSG00000137486","ARRB1",7352,"protein_coding","protein_coding",16
"ENST00000420846","CD63-202","Upregulated","12","ENSG00000135404","CD63",981,"protein_coding","protein_coding",8
"ENST00000420850","ENTPD3-AS1-201","Downregulated","3","ENSG00000280739","ENTPD3-AS1",2213,"lncRNA","lncRNA",3
"ENST00000420868","PLTP-204","Downregulated","20","ENSG00000100979","PLTP",1420,"protein_coding","protein_coding",14
"ENST00000420877","LINC01426-202","Downregulated","21","ENSG00000234380","LINC01426",2664,"lncRNA","lncRNA",3
"ENST00000420879","RPS19BP1-202","Downregulated","22","ENSG00000187051","RPS19BP1",861,"protein_coding","nonsense_mediated_decay",5
"ENST00000420892","HTRA1-202","Downregulated","10","ENSG00000166033","HTRA1",1214,"protein_coding","protein_coding",6
"ENST00000420993","NCAPH2-205","Upregulated","22","ENSG00000025770","NCAPH2",3337,"protein_coding","protein_coding",20
"ENST00000420995","TRIM13-204","Upregulated","13","ENSG00000204977","TRIM13",2607,"protein_coding","protein_coding",3
"ENST00000421033","ZNF415-202","Downregulated","19","ENSG00000170954","ZNF415",2402,"protein_coding","protein_coding",4
"ENST00000421097","COASY-202","Upregulated","17","ENSG00000068120","COASY",2071,"protein_coding","protein_coding",10
"ENST00000421138","RECQL-203","Downregulated","12","ENSG00000004700","RECQL",2572,"protein_coding","protein_coding",16
"ENST00000421275","LINC02585-201","Downregulated","3","ENSG00000228350","LINC02585",347,"lncRNA","lncRNA",4
"ENST00000421276","LRRFIP2-205","Downregulated","3","ENSG00000093167","LRRFIP2",2522,"protein_coding","protein_coding",15
"ENST00000421337","MYADM-207","Downregulated","19","ENSG00000179820","MYADM",1579,"protein_coding","protein_coding",3
"ENST00000421577","HTATIP2-202","Downregulated","11","ENSG00000109854","HTATIP2",886,"protein_coding","protein_coding",6
"ENST00000421619","ENST00000421619","Downregulated","1","ENSG00000224409","ENSG00000224409",469,"lncRNA","lncRNA",2
"ENST00000421701","MTPAP-203","Upregulated","10","ENSG00000107951","MTPAP",695,"protein_coding","protein_coding",3
"ENST00000421735","SEMA3B-AS1-201","Downregulated","3","ENSG00000232352","SEMA3B-AS1",1202,"lncRNA","lncRNA",2
"ENST00000421755","AP4M1-204","Upregulated","7","ENSG00000221838","AP4M1",1572,"protein_coding","protein_coding",16
"ENST00000421782","RAD51C-203","Downregulated","17","ENSG00000108384","RAD51C",567,"protein_coding","protein_coding",2
"ENST00000421824","ENST00000421824","Upregulated","12","ENSG00000293161","ENSG00000293161",845,"lncRNA","lncRNA",4
"ENST00000421828","ENST00000421828","Downregulated","9","ENSG00000187186","ENSG00000187186",1521,"protein_coding","protein_coding",3
"ENST00000421906","BSCL2-210","Upregulated","11","ENSG00000168000","BSCL2",1440,"protein_coding","protein_coding",11
"ENST00000421964","ENST00000421964","Upregulated","2","ENSG00000225111","ENSG00000225111",1390,"lncRNA","lncRNA",2
"ENST00000422163","GNAI2-203","Downregulated","3","ENSG00000114353","GNAI2",2407,"protein_coding","protein_coding",9
"ENST00000422252","SMDT1-202","Upregulated","22","ENSG00000183172","SMDT1",591,"protein_coding","nonsense_mediated_decay",3
"ENST00000422355","MORF4L2-203","Downregulated","X","ENSG00000123562","MORF4L2",562,"protein_coding","protein_coding",5
"ENST00000422424","CIAO2B-201","Upregulated","16","ENSG00000166595","CIAO2B",668,"protein_coding","protein_coding",5
"ENST00000422447","LDHA-205","Downregulated","11","ENSG00000134333","LDHA",2241,"protein_coding","protein_coding",8
"ENST00000422465","RPS3-202","Upregulated","11","ENSG00000149273","RPS3",903,"protein_coding","protein_coding",6
"ENST00000422485","IL1RAP-206","Downregulated","3","ENSG00000196083","IL1RAP",2048,"protein_coding","protein_coding",9
"ENST00000422486","RPL4P4-201","Upregulated","3","ENSG00000229638","RPL4P4",1284,"processed_pseudogene","processed_pseudogene",1
"ENST00000422514","RPL23A-204","Upregulated","17","ENSG00000198242","RPL23A",970,"protein_coding","protein_coding",5
"ENST00000422582","AP4M1-205","Downregulated","7","ENSG00000221838","AP4M1",1814,"protein_coding","retained_intron",14
"ENST00000422622","SSPN-202","Downregulated","12","ENSG00000123096","SSPN",4348,"protein_coding","protein_coding",3
"ENST00000422689","ZNF880-202","Downregulated","19","ENSG00000221923","ZNF880",2258,"protein_coding","protein_coding",4
"ENST00000422725","FNDC10-201","Upregulated","1","ENSG00000228594","FNDC10",2124,"protein_coding","protein_coding",1
"ENST00000422761","ATP6V1B1-AS1-201","Downregulated","2","ENSG00000239322","ATP6V1B1-AS1",1129,"lncRNA","lncRNA",3
"ENST00000422781","RHOA-203","Upregulated","3","ENSG00000067560","RHOA",1944,"protein_coding","protein_coding",6
"ENST00000422815","CHIA-205","Upregulated","1","ENSG00000134216","CHIA",1354,"protein_coding","protein_coding",9
"ENST00000422840","GLG1-202","Downregulated","16","ENSG00000090863","GLG1",9287,"protein_coding","protein_coding",26
"ENST00000422906","UBE2W-202","Upregulated","8","ENSG00000104343","UBE2W",3903,"protein_coding","nonsense_mediated_decay",5
"ENST00000422940","IL1RAP-208","Downregulated","3","ENSG00000196083","IL1RAP",1957,"protein_coding","protein_coding",8
"ENST00000422961","ENST00000422961","Upregulated","2","ENSG00000242282","ENSG00000242282",833,"lncRNA","lncRNA",3
"ENST00000423008","ZFAND2A-DT-203","Downregulated","7","ENSG00000229043","ZFAND2A-DT",1714,"lncRNA","lncRNA",3
"ENST00000423014","TSTD1-204","Upregulated","1","ENSG00000215845","TSTD1",567,"protein_coding","protein_coding",4
"ENST00000423100","PTPA-213","Downregulated","9","ENSG00000119383","PTPA",988,"protein_coding","protein_coding",3
"ENST00000423222","LINC00467-201","Downregulated","1","ENSG00000153363","LINC00467",3584,"lncRNA","lncRNA",6
"ENST00000423230","MROH1-202","Upregulated","8","ENSG00000179832","MROH1",1712,"protein_coding","protein_coding",12
"ENST00000423310","TRPM2-AS-201","Upregulated","21","ENSG00000230061","TRPM2-AS",586,"lncRNA","lncRNA",3
"ENST00000423420","C1orf210-201","Upregulated","1","ENSG00000253313","C1orf210",629,"protein_coding","protein_coding",3
"ENST00000423421","EOLA1-204","Upregulated","X","ENSG00000197620","EOLA1",1403,"protein_coding","protein_coding",5
"ENST00000423432","PIN4-204","Upregulated","X","ENSG00000102309","PIN4",1605,"protein_coding","protein_coding",4
"ENST00000423505","PDHA1-206","Downregulated","X","ENSG00000131828","PDHA1",3463,"protein_coding","protein_coding",12
"ENST00000423516","TKT-201","Upregulated","3","ENSG00000163931","TKT",2075,"protein_coding","protein_coding",15
"ENST00000423525","TKT-202","Upregulated","3","ENSG00000163931","TKT",2831,"protein_coding","protein_coding",15
"ENST00000423566","AP3S2-202","Downregulated","15","ENSG00000157823","AP3S2",1262,"protein_coding","nonsense_mediated_decay",7
"ENST00000423591","FAM120AOS-202","Upregulated","9","ENSG00000188938","FAM120AOS",1800,"protein_coding","protein_coding",3
"ENST00000423617","NBDY-202","Downregulated","X","ENSG00000204272","NBDY",543,"protein_coding","protein_coding",2
"ENST00000423649","ATP6AP2-202","Downregulated","X","ENSG00000182220","ATP6AP2",1093,"protein_coding","protein_coding",7
"ENST00000423701","SEC22C-207","Downregulated","3","ENSG00000093183","SEC22C",1458,"protein_coding","protein_coding",6
"ENST00000423717","EPDR1-202","Downregulated","7","ENSG00000086289","EPDR1",638,"protein_coding","protein_coding",2
"ENST00000423763","SUMF2-207","Upregulated","7","ENSG00000129103","SUMF2",1792,"protein_coding","nonsense_mediated_decay",8
"ENST00000423781","ENST00000423781","Downregulated","7","ENSG00000223829","ENSG00000223829",793,"lncRNA","lncRNA",4
"ENST00000423813","ARFIP2-203","Upregulated","11","ENSG00000132254","ARFIP2",1430,"protein_coding","protein_coding",7
"ENST00000423817","FXYD5-205","Upregulated","19","ENSG00000089327","FXYD5",892,"protein_coding","protein_coding",9
"ENST00000423828","TMBIM6-203","Downregulated","12","ENSG00000139644","TMBIM6",3254,"protein_coding","protein_coding",10
"ENST00000423945","SBDSP1-203","Downregulated","7","ENSG00000291152","SBDSP1",1356,"lncRNA","lncRNA",3
"ENST00000423968","MRAS-202","Downregulated","3","ENSG00000158186","MRAS",4098,"protein_coding","protein_coding",6
"ENST00000424032","ZNF880-203","Downregulated","19","ENSG00000221923","ZNF880",558,"protein_coding","protein_coding",5
"ENST00000424075","CHFR-DT-201","Downregulated","12","ENSG00000236617","CHFR-DT",692,"lncRNA","lncRNA",2
"ENST00000424142","CYREN-202","Downregulated","7","ENSG00000122783","CYREN",1738,"protein_coding","protein_coding",4
"ENST00000424191","ZEB1-AS1-202","Downregulated","10","ENSG00000237036","ZEB1-AS1",737,"lncRNA","lncRNA",3
"ENST00000424202","IGF1-205","Upregulated","12","ENSG00000017427","IGF1",612,"protein_coding","protein_coding",4
"ENST00000424322","ENST00000424322","Upregulated","2","ENSG00000227400","ENSG00000227400",586,"lncRNA","lncRNA",2
"ENST00000424358","MMP24OS-201","Downregulated","20","ENSG00000126005","MMP24OS",867,"protein_coding","protein_coding",2
"ENST00000424390","PRDX1-204","Downregulated","1","ENSG00000117450","PRDX1",1296,"protein_coding","protein_coding",6
"ENST00000424459","GPBP1-203","Downregulated","5","ENSG00000062194","GPBP1",4683,"protein_coding","protein_coding",13
"ENST00000424471","ENST00000424471","Downregulated","3","ENSG00000291078","ENSG00000291078",1159,"lncRNA","lncRNA",3
"ENST00000424542","NHERF2-201","Upregulated","16","ENSG00000065054","NHERF2",2160,"protein_coding","protein_coding",7
"ENST00000424633","RPL12P12-201","Upregulated","20","ENSG00000236992","RPL12P12",501,"processed_pseudogene","processed_pseudogene",1
"ENST00000424785","FKBP7-204","Downregulated","2","ENSG00000079150","FKBP7",2876,"protein_coding","protein_coding",4
"ENST00000424830","PUDP-203","Downregulated","X","ENSG00000130021","PUDP",1334,"protein_coding","protein_coding",5
"ENST00000424846","TPM3P9-202","Downregulated","19","ENSG00000293185","TPM3P9",2920,"lncRNA","lncRNA",2
"ENST00000424922","CALD1-206","Downregulated","7","ENSG00000122786","CALD1",2124,"protein_coding","protein_coding",12
"ENST00000424936","LIAS-204","Upregulated","4","ENSG00000121897","LIAS",1011,"protein_coding","protein_coding",4
"ENST00000424948","CDC20-DT-201","Upregulated","1","ENSG00000234694","CDC20-DT",814,"lncRNA","lncRNA",3
"ENST00000425012","DAZAP2-202","Downregulated","12","ENSG00000183283","DAZAP2",1117,"protein_coding","protein_coding",4
"ENST00000425042","HID1-202","Upregulated","17","ENSG00000167861","HID1",3298,"protein_coding","protein_coding",19
"ENST00000425081","PITPNA-AS1-201","Downregulated","17","ENSG00000236618","PITPNA-AS1",668,"lncRNA","lncRNA",2
"ENST00000425118","AUP1-202","Upregulated","2","ENSG00000115307","AUP1",1581,"protein_coding","nonsense_mediated_decay",12
"ENST00000425248","COPG2-202","Downregulated","7","ENSG00000158623","COPG2",3134,"protein_coding","protein_coding",24
